ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-3781,"Dear Support, The mobile app is very slow and unresponsive I need urgent assistance with this.",Technical Support,Medium,Chat,Negative,Pending,22.97,34.9,4,16,94,dear support mobile app slow unresponsive need urgent assistance,94,9
TKT-3782,"Hi, Why was my card declined when making a payment Please let me know what steps I should take.",Billing & Payments,Medium,Email,Neutral,Resolved,44.5,49.87,4,19,95,card declined making payment please let know step take,95,9
TKT-3783,"Good day, The software is not compatible with my operating system Please help me resolve this as soon as possible.",Technical Support,Medium,Email,Positive,Resolved,4.15,76.68,4,20,114,good day software compatible operating system please help resolve soon possible,114,11
TKT-3784,"Hello, The mobile app is very slow and unresponsive Please help me resolve this as soon as possible.",Technical Support,Low,Email,Negative,Escalated,7.87,264.92,1,18,100,hello mobile app slow unresponsive please help resolve soon possible,100,10
TKT-3785,"Hi, I received the wrong item in my package Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Web Form,Neutral,Escalated,20.23,33.84,1,18,92,received wrong item package please help resolve soon possible,92,9
TKT-3786,"Hi there, Please help me delete my account permanently Please help me resolve this as soon as possible.",Account Management,Low,Chat,Negative,Escalated,25.65,38.68,1,18,103,please help delete account permanently please help resolve soon possible,103,8
TKT-3787,"Hi team, I want to merge two accounts into one This is affecting my work significantly.",Account Management,Medium,Email,Neutral,Resolved,19.57,98.82,5,16,87,team want merge two account one affecting work significantly,87,9
TKT-3788,"To whom it may concern, I cannot verify my email address with the link sent Looking forward to your prompt response.",Account Management,High,Web Form,Negative,Resolved,3.56,17.28,5,21,116,may concern cannot verify email address link sent looking forward prompt response,116,12
TKT-3789,"Hello, The replacement item also arrived damaged I have been waiting for a while now.",Returns & Refunds,High,Phone,Positive,Resolved,9.02,22.9,4,15,85,hello replacement item also arrived damaged waiting,85,7
TKT-3790,Is there an API available for custom integrations I need urgent assistance with this.,Product Information,Medium,Chat,Negative,Pending,4.13,97.46,3,14,85,api available custom integration need urgent assistance,85,7
TKT-3791,"Hi, The tracking number provided is not working Thank you for your help.",Shipping & Delivery,High,Web Form,Neutral,Resolved,0.5,9.12,4,13,72,tracking number provided working thank help,72,6
TKT-3792,"Hi, Do you offer any educational or nonprofit discounts Please let me know what steps I should take.",Product Information,High,Web Form,Neutral,Resolved,3.39,4.72,3,18,100,offer educational nonprofit discount please let know step take,100,9
TKT-3793,"Dear team, The website is showing a 500 internal server error I need urgent assistance with this.",Technical Support,Critical,Chat,Neutral,Resolved,2.17,6.39,4,17,97,dear team website showing internal server error need urgent assistance,97,10
TKT-3794,"Good day, The item I received is defective and I need replacement This is affecting my work significantly.",Returns & Refunds,Low,Web Form,Negative,Resolved,16.42,101.74,3,18,106,good day item received defective need replacement affecting work significantly,106,10
TKT-3795,"Dear Support, The replacement item also arrived damaged Looking forward to your prompt response.",Returns & Refunds,High,Email,Neutral,Resolved,0.64,3.1,4,14,96,dear support replacement item also arrived damaged looking forward prompt response,96,11
TKT-3796,The delivery estimate keeps getting pushed further I have been waiting for a while now.,Shipping & Delivery,High,Email,Neutral,Pending,3.58,11.47,4,15,87,delivery estimate keep getting pushed waiting,87,6
TKT-3797,"To whom it may concern, Does the product support integration with Salesforce Please let me know what steps I should take.",Product Information,High,Email,Neutral,Pending,3.31,4.31,2,21,121,may concern product support integration salesforce please let know step take,121,11
TKT-3798,"Hi team, Please remove the two factor authentication from my account Please help me resolve this as soon as possible.",Account Management,Low,Phone,Negative,Resolved,17.38,23.89,5,20,117,team please remove two factor authentication account please help resolve soon possible,117,11
TKT-3799,"Hi team, The replacement item also arrived damaged This is affecting my work significantly.",Returns & Refunds,High,Phone,Negative,Resolved,5.58,7.61,3,14,91,team replacement item also arrived damaged affecting work significantly,91,9
TKT-3800,"Hello, I cannot install the application on my laptop Looking forward to your prompt response.",Technical Support,Low,Web Form,Neutral,Resolved,13.53,106.81,5,15,93,hello cannot install application laptop looking forward prompt response,93,9
TKT-3801,"Dear team, I need to schedule a redelivery for my parcel I need urgent assistance with this.",Shipping & Delivery,Low,Phone,Positive,Resolved,152.38,184.36,5,17,92,dear team need schedule redelivery parcel need urgent assistance,92,8
TKT-3802,"Hi there, I need a refund for the payment made last week I need urgent assistance with this.",Billing & Payments,Medium,Email,Negative,Resolved,0.98,1.98,4,18,92,need refund payment made last week need urgent assistance,92,8
TKT-3803,"Dear team, Can you explain the difference between basic and pro I have been waiting for a while now.",Product Information,High,Email,Neutral,Resolved,6.38,25.6,5,19,100,dear team explain difference basic pro waiting,100,7
TKT-3804,"Dear Support, The mobile app is very slow and unresponsive I need urgent assistance with this.",Technical Support,Medium,Email,Neutral,Pending,4.11,11.42,3,16,94,dear support mobile app slow unresponsive need urgent assistance,94,9
TKT-3805,"To whom it may concern, Please remove the two factor authentication from my account I have been waiting for a while now.",Account Management,Medium,Email,Negative,Resolved,29.05,54.57,4,22,120,may concern please remove two factor authentication account waiting,120,9
TKT-3806,"Dear Support, My invoice shows incorrect amount, please fix it",Billing & Payments,Medium,Chat,Neutral,Resolved,3.09,13.18,5,10,62,dear support invoice show incorrect amount please fix,62,8
TKT-3807,"Hi there, My account shows wrong subscription plan",Account Management,Medium,Web Form,Neutral,Pending,1.43,65.97,3,8,50,account show wrong subscription plan,50,5
TKT-3808,"Hello, My refund has not been processed after two weeks",Returns & Refunds,Low,Phone,Neutral,Resolved,6.67,61.78,5,10,55,hello refund processed two week,55,5
TKT-3809,"Hi there, Please update my payment method to a new card Thank you for your help.",Billing & Payments,Medium,Chat,Negative,Pending,43.31,46.14,2,16,80,please update payment method new card thank help,80,8
TKT-3810,"Dear Support, Do you offer any educational or nonprofit discounts",Product Information,Medium,Chat,Negative,Resolved,1.6,8.33,5,10,65,dear support offer educational nonprofit discount,65,6
TKT-3811,"To whom it may concern, I need to transfer my account to another user I have been waiting for a while now.",Account Management,High,Chat,Negative,Pending,0.91,7.62,3,22,106,may concern need transfer account another user waiting,106,8
TKT-3812,"Hi team, I want to upgrade my plan but billing is confusing",Billing & Payments,Medium,Phone,Positive,Escalated,3.62,38.12,3,12,59,team want upgrade plan billing confusing,59,6
TKT-3813,"Hi, I want to change my username on the platform Please help me resolve this as soon as possible.",Account Management,Low,Chat,Negative,Resolved,43.33,77.82,3,19,97,want change username platform please help resolve soon possible,97,9
TKT-3814,How do I initiate a return for an online purchase Please help me resolve this as soon as possible.,Returns & Refunds,Low,Phone,Positive,Resolved,5.47,80.33,5,19,98,initiate return online purchase please help resolve soon possible,98,9
TKT-3815,"Hi there, I cannot log in to my account after the update Thank you for your help.",Technical Support,Low,Chat,Negative,Pending,9.85,79.36,4,17,81,cannot log account update thank help,81,6
TKT-3816,"Hi team, I cannot install the application on my laptop I need urgent assistance with this.",Technical Support,Medium,Email,Neutral,Resolved,9.67,24.01,3,16,90,team cannot install application laptop need urgent assistance,90,8
TKT-3817,"Dear team, The feature stopped working after the last update I need urgent assistance with this.",Technical Support,Medium,Email,Positive,Resolved,0.5,63.14,5,16,96,dear team feature stopped working last update need urgent assistance,96,10
TKT-3818,"Dear team, My account shows wrong subscription plan",Account Management,Low,Chat,Negative,Resolved,13.77,36.34,5,8,51,dear team account show wrong subscription plan,51,7
TKT-3819,"Dear Support, My invoice shows incorrect amount, please fix it I need urgent assistance with this.",Billing & Payments,Low,Phone,Positive,Pending,16.56,61.98,3,16,98,dear support invoice show incorrect amount please fix need urgent assistance,98,11
TKT-3820,"Good day, Does your product comply with GDPR regulations Thank you for your help.",Product Information,Medium,Chat,Neutral,Resolved,14.13,58.84,4,14,81,good day product comply gdpr regulation thank help,81,8
TKT-3821,"To whom it may concern, Please help me delete my account permanently I have been waiting for a while now.",Account Management,Medium,Chat,Neutral,Resolved,26.44,69.35,5,20,105,may concern please help delete account permanently waiting,105,8
TKT-3822,"Good day, I received the wrong item in my package",Shipping & Delivery,High,Web Form,Negative,Resolved,0.69,1.69,4,10,49,good day received wrong item package,49,6
TKT-3823,"Dear team, I cannot find my billing history on the portal Please help me resolve this as soon as possible.",Billing & Payments,Critical,Chat,Neutral,Resolved,1.05,2.18,5,20,106,dear team cannot find billing history portal please help resolve soon possible,106,12
